RPM,COOLANT_TEMP,MAF,THROTTLE_POS,INTAKE_TEMP,TIMING_ADVANCE,ENGINE_LOAD,ELM_VOLTAGE,SPEED,O2_S1_WR_CURRENT,O2_S5_WR_CURRENT,O2_B1S2,O2_B2S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,SHORT_FUEL_TRIM_2,LONG_FUEL_TRIM_2
3016.25,90,16.25,17.647058823529413,35,3.5,18.03921568627451,13.6,53.0,2.5234375,2.56640625,0.445,0.45,0.0,2.34375,0.0,-2.34375
2911.75,90,15.5,17.254901960784313,35,3.5,18.03921568627451,13.6,52.0,2.52734375,2.55078125,0.445,0.445,0.0,2.34375,0.0,-2.34375
2872.75,90,23.75,20.0,35,48.0,27.45098039215686,13.6,51.0,-0.20703125,-0.25,0.445,0.445,0.0,2.34375,-0.78125,-2.34375
2847.25,90,23.0,19.607843137254903,35,49.5,26.666666666666668,13.6,51.0,-0.109375,-0.08203125,0.445,0.445,-0.78125,2.34375,-1.5625,-2.34375
2836.75,90,27.0,20.784313725490197,35,43.5,31.372549019607842,13.6,51.0,-0.1015625,-0.05859375,0.445,0.445,-0.78125,2.34375,-1.5625,-2.34375
2840.5,90,27.5,21.176470588235293,35,36.5,32.549019607843135,13.7,51.0,-0.078125,-0.1015625,0.445,0.445,0.78125,2.34375,-0.78125,-2.34375
2841.75,90,27.75,21.176470588235293,35,38.0,32.549019607843135,13.7,51.0,-0.09765625,-0.09375,0.445,0.47,0.0,2.34375,-1.5625,-2.34375
2922.75,90,27.75,21.176470588235293,35,39.5,32.549019607843135,13.7,52.0,-0.11328125,-0.109375,0.445,0.48,0.0,2.34375,-1.5625,-2.34375
2930.25,90,27.5,21.176470588235293,35,40.5,32.15686274509804,13.7,52.0,-0.109375,-0.10546875,0.445,0.485,0.0,2.34375,-2.34375,-2.34375
2947.75,90,29.5,21.568627450980394,35,40.5,33.333333333333336,13.6,52.0,-0.05078125,-0.09765625,0.445,0.49,0.0,2.34375,-1.5625,-2.34375
2960.0,90,28.75,21.568627450980394,35,39.0,33.333333333333336,13.6,52.0,-0.11328125,-0.125,0.445,0.49,0.0,2.34375,-1.5625,-2.34375
2969.75,90,28.0,21.568627450980394,35,40.5,32.549019607843135,13.7,52.0,-0.09765625,-0.07421875,0.445,0.49,0.0,2.34375,-1.5625,-2.34375
2993.75,90,30.5,22.745098039215687,35,36.5,36.86274509803921,13.6,53.0,-0.125,-0.01953125,0.445,0.49,0.0,2.34375,-1.5625,-2.34375
3034.5,90,40.25,25.098039215686274,35,33.0,44.705882352941174,13.7,53.0,0.01171875,0.046875,0.445,0.49,2.34375,2.34375,3.125,-2.34375
3119.5,90,50.0,27.84313725490196,35,27.0,60.0,13.6,56.0,-0.1484375,0.08203125,0.445,0.49,0.0,2.34375,0.0,-2.34375
3330.5,90,83.25,38.03921568627451,34,23.0,85.49019607843137,13.6,58.0,-0.25390625,-0.203125,0.445,0.49,0.0,2.34375,0.0,-2.34375
3411.75,90,80.75,36.86274509803921,34,25.5,82.74509803921569,13.7,61.0,-0.05078125,0.0,0.445,0.49,-3.125,2.34375,-0.78125,-2.34375
3565.5,90,84.25,36.470588235294116,34,27.0,81.96078431372548,13.6,65.0,0.01171875,-0.046875,0.445,0.495,-3.90625,2.34375,-0.78125,-2.34375
3722.5,90,83.5,34.90196078431372,34,24.5,78.82352941176471,13.7,67.0,-0.02734375,-0.0234375,0.445,0.495,-4.6875,2.34375,-0.78125,-2.34375
3835.25,90,78.25,33.333333333333336,34,24.5,72.94117647058823,13.6,70.0,-0.00390625,-0.01171875,0.445,0.495,-4.6875,2.34375,0.78125,-2.34375
3934.75,90,72.75,31.764705882352942,34,26.0,67.05882352941177,13.7,71.0,-0.04296875,-0.01953125,0.445,0.5,-3.90625,2.34375,0.0,-2.34375
4018.5,90,71.75,30.58823529411765,34,27.0,63.92156862745098,13.6,73.0,-0.03125,0.015625,0.445,0.5,-3.90625,2.34375,0.78125,-2.34375
