RPM,FuelLoad,VE_Current,Lambda_Target,Lambda_Measured,Lambda_Error,CLT,MAT,Lambda_Error_Abs
2102.0,66.0,61.510000000000005,0.9885384615384616,1.023,0.034861100303478186,76.0,-24.0,0.034861100303478186
2073.0,65.0,60.334583333333335,0.9917371794871795,1.046,0.05471492007678832,76.0,-25.0,0.05471492007678832
2073.0,65.0,60.334583333333335,0.9917371794871795,1.031,0.039589945123488166,76.0,-25.0,0.039589945123488166
2089.0,61.0,56.25958333333333,1.0101217948717949,1.046,0.03551869221152568,76.0,-25.0,0.03551869221152568
2090.0,62.0,57.300000000000004,1.005769230769231,1.038,0.03204588910133826,76.0,-24.0,0.03204588910133826
2089.0,64.0,59.37083333333333,0.9968717948717949,1.046,0.049282370492309296,76.0,-24.0,0.049282370492309296
2097.0,61.0,56.28291666666668,1.0106858974358977,1.023,0.012183906587935027,76.0,-24.0,0.012183906587935027
2100.0,62.0,57.333333333333336,1.0064102564102564,1.046,0.03933757961783446,76.0,-24.0,0.03933757961783446
2095.0,65.0,60.43541666666666,0.9927243589743591,1.046,0.05366609627740284,76.0,-24.0,0.05366609627740284
2107.0,60.0,55.2675,1.0159230769230772,1.046,0.029605512228363558,76.0,-24.0,0.029605512228363558
2106.0,62.0,57.35333333333333,1.0067948717948718,1.046,0.038940532280657095,76.0,-24.0,0.038940532280657095
2112.0,64.0,59.46666666666667,0.9980512820512821,1.038,0.04002671873394302,76.0,-24.0,0.04002671873394302
2118.0,61.0,56.344166666666666,1.0121666666666669,1.023,0.010703112135682225,76.0,-24.0,0.010703112135682225
2123.0,62.0,57.41,1.0078846153846155,1.038,0.029879793932455566,76.0,-24.0,0.029879793932455566
2121.0,64.0,59.50416666666666,0.9985128205128206,0.954,-0.04457911766216441,76.0,-24.0,0.04457911766216441
2131.0,61.0,56.382083333333334,1.0130833333333333,1.038,0.024594883606152865,76.0,-24.0,0.024594883606152865
2131.0,61.0,56.382083333333334,1.0130833333333333,1.031,0.017685284198404125,76.0,-24.0,0.017685284198404125
2130.0,62.0,57.433333333333344,1.0083333333333335,0.931,-0.07669421487603319,76.0,-24.0,0.07669421487603319
2140.0,64.0,59.58333333333334,0.9994871794871796,1.031,0.03152898922524354,76.0,-24.0,0.03152898922524354
2138.0,60.0,55.345,1.0183076923076924,1.015,-0.00324822480737286,76.0,-24.0,0.00324822480737286
2140.0,61.0,56.40833333333333,1.0137179487179488,0.931,-0.0815985835335779,76.0,-25.0,0.0815985835335779
2155.0,62.0,57.51666666666668,1.0099358974358976,1.038,0.027788003808314664,76.0,-25.0,0.027788003808314664
2152.0,49.0,44.365,1.0505384615384616,1.092,0.039466940030753433,76.0,-24.0,0.039466940030753433
2152.0,49.0,44.365,1.0505384615384616,1.077,0.025188547997363846,76.0,-24.0,0.025188547997363846
2153.0,50.0,45.53,1.0443461538461538,1.077,0.03126726328582476,76.0,-24.0,0.03126726328582476
2162.0,48.0,43.3225,1.0569615384615385,0.992,-0.061460645536916464,76.0,-24.0,0.061460645536916464
2156.0,47.0,42.1025,1.0630384615384616,1.085,0.020659213430297675,76.0,-24.0,0.020659213430297675
2162.0,48.0,43.3225,1.0569615384615385,1.077,0.018958553182198527,76.0,-24.0,0.018958553182198527
2168.0,49.0,44.535000000000004,1.0510000000000002,0.985,-0.06279733587059957,76.0,-24.0,0.06279733587059957
2166.0,50.0,45.66,1.044846153846154,1.085,0.038430390929838604,76.0,-24.0,0.038430390929838604
2182.0,47.0,42.411249999999995,1.0632884615384617,1.085,0.02041923640375451,76.0,-24.0,0.02041923640375451
2181.0,47.0,42.399375,1.063278846153846,1.085,0.020428464202711206,76.0,-24.0,0.020428464202711206
2175.0,48.0,43.46875,1.0572115384615386,1.085,0.026284674852205387,76.0,-24.0,0.026284674852205387
2190.0,48.0,43.637499999999996,1.0575,1.077,0.018439716312056594,76.0,-24.0,0.018439716312056594
2182.0,49.0,44.683749999999996,1.0514038461538462,1.077,0.02434474054835103,76.0,-24.0,0.02434474054835103
2186.0,49.0,44.72625,1.0515192307692307,1.077,0.024232337826222153,76.0,-24.0,0.024232337826222153
2196.0,49.0,44.8325,1.0518076923076924,1.069,0.016345485793688344,76.0,-24.0,0.016345485793688344
2187.0,47.0,42.470625,1.0633365384615385,1.069,0.005326123323717869,76.0,-24.0,0.005326123323717869
2193.0,47.0,42.541875000000005,1.0633942307692308,1.069,0.005271581383993499,76.0,-24.0,0.005271581383993499
2201.0,47.0,42.636875,1.0634663461538465,1.069,0.005203412281137598,76.0,-24.0,0.005203412281137598
2193.0,48.0,43.67125,1.0575576923076921,1.069,0.01081955885294503,76.0,-24.0,0.01081955885294503
2200.0,49.0,44.875,1.051923076923077,1.062,0.009579524680073143,76.0,-24.0,0.009579524680073143
2204.0,49.0,44.9175,1.0519807692307692,1.008,-0.0418075791090068,76.0,-24.0,0.0418075791090068
2206.0,49.0,44.93875,1.0520096153846155,1.069,0.01615040810170998,76.0,-24.0,0.01615040810170998
1527.0,74.0,65.51333333333332,0.971794871794872,1.0,0.029023746701846743,76.0,-24.0,0.029023746701846743
1527.0,74.0,65.51333333333332,0.971794871794872,1.008,0.03725593667546152,76.0,-24.0,0.03725593667546152
1524.0,72.0,63.49333333333334,0.9743589743589745,0.977,0.002710526315789359,76.0,-24.0,0.002710526315789359
1522.0,75.0,66.48,0.9705128205128207,1.008,0.03862615587846741,76.0,-24.0,0.03862615587846741
1523.0,72.0,63.48666666666667,0.9743589743589746,1.008,0.034526315789473475,76.0,-24.0,0.034526315789473475
1523.0,73.0,64.48666666666666,0.9730769230769232,0.992,0.019446640316205428,76.0,-24.0,0.019446640316205428
1523.0,75.0,66.48666666666666,0.9705128205128206,1.0,0.030383091149273338,76.0,-24.0,0.030383091149273338
1523.0,72.0,63.48666666666667,0.9743589743589746,1.0,0.026315789473683997,76.0,-24.0,0.026315789473683997
1524.0,76.0,67.49333333333334,0.9692307692307693,1.0,0.031746031746031626,76.0,-24.0,0.031746031746031626
1526.0,72.0,63.50666666666667,0.9743589743589745,1.0,0.026315789473684115,76.0,-24.0,0.026315789473684115
1531.0,72.0,63.540000000000006,0.9743589743589746,1.0,0.026315789473683997,76.0,-24.0,0.026315789473683997
1526.0,75.0,66.50666666666666,0.9705128205128206,1.0,0.030383091149273338,76.0,-24.0,0.030383091149273338
1525.0,72.0,63.5,0.9743589743589745,0.992,0.018105263157894635,76.0,-24.0,0.018105263157894635
1525.0,75.0,66.5,0.9705128205128206,0.985,0.014927344782034222,76.0,-24.0,0.014927344782034222
1525.0,74.0,65.5,0.9717948717948719,1.0,0.029023746701846858,76.0,-24.0,0.029023746701846858
1524.0,72.0,63.49333333333334,0.9743589743589745,0.992,0.018105263157894635,76.0,-24.0,0.018105263157894635
1525.0,76.0,67.5,0.9692307692307695,0.915,-0.05595238095238113,76.0,-24.0,0.05595238095238113
1526.0,72.0,63.50666666666667,0.9743589743589745,0.992,0.018105263157894635,76.0,-24.0,0.018105263157894635
1527.0,74.0,65.51333333333332,0.971794871794872,0.992,0.02079155672823196,76.0,-24.0,0.02079155672823196
1525.0,75.0,66.5,0.9705128205128206,0.885,-0.08811096433289309,76.0,-24.0,0.08811096433289309
1525.0,72.0,63.5,0.9743589743589745,0.992,0.018105263157894635,76.0,-24.0,0.018105263157894635
1523.0,76.0,67.48666666666666,0.9692307692307693,0.992,0.02349206349206337,76.0,-24.0,0.02349206349206337
1526.0,73.0,64.50666666666666,0.9730769230769233,0.892,-0.08332015810276698,76.0,-24.0,0.08332015810276698
1524.0,72.0,63.49333333333334,0.9743589743589745,1.0,0.026315789473684115,76.0,-24.0,0.026315789473684115
1522.0,75.0,66.48,0.9705128205128207,0.992,0.022140026420079027,76.0,-24.0,0.022140026420079027
1522.0,72.0,63.480000000000004,0.9743589743589746,0.969,-0.005500000000000235,76.0,-24.0,0.005500000000000235
1524.0,74.0,65.49333333333334,0.9717948717948719,0.992,0.020791556728232078,76.0,-24.0,0.020791556728232078
1523.0,75.0,66.48666666666666,0.9705128205128206,1.0,0.030383091149273338,76.0,-24.0,0.030383091149273338
1522.0,72.0,63.480000000000004,0.9743589743589746,1.0,0.026315789473683997,76.0,-24.0,0.026315789473683997
1533.0,75.0,66.55333333333334,0.9705128205128206,1.0,0.030383091149273338,76.0,-24.0,0.030383091149273338
1523.0,72.0,63.48666666666667,0.9743589743589746,0.992,0.018105263157894517,76.0,-24.0,0.018105263157894517
1533.0,74.0,65.55333333333334,0.9717948717948719,0.992,0.020791556728232078,76.0,-24.0,0.020791556728232078
1527.0,75.0,66.51333333333334,0.9705128205128207,0.992,0.022140026420079027,76.0,-24.0,0.022140026420079027
1523.0,72.0,63.48666666666667,0.9743589743589746,0.992,0.018105263157894517,76.0,-24.0,0.018105263157894517
1529.0,75.0,66.52666666666667,0.9705128205128206,0.992,0.022140026420079142,76.0,-24.0,0.022140026420079142
1531.0,72.0,63.540000000000006,0.9743589743589746,0.992,0.018105263157894517,76.0,-24.0,0.018105263157894517
1528.0,72.0,63.52,0.9743589743589745,0.992,0.018105263157894635,76.0,-24.0,0.018105263157894635
1531.0,75.0,66.54,0.9705128205128206,0.992,0.022140026420079142,76.0,-24.0,0.022140026420079142
1537.0,72.0,63.58,0.9743589743589746,0.985,0.010921052631578724,76.0,-24.0,0.010921052631578724
1522.0,75.0,66.48,0.9705128205128207,0.9,-0.07265521796565408,76.0,-24.0,0.07265521796565408
1533.0,73.0,64.55333333333334,0.9730769230769232,0.985,0.012252964426877358,76.0,-24.0,0.012252964426877358
1536.0,72.0,63.57333333333334,0.9743589743589745,0.969,-0.005500000000000121,76.0,-24.0,0.005500000000000121
1525.0,75.0,66.5,0.9705128205128206,0.877,-0.09635402906208729,76.0,-24.0,0.09635402906208729
1539.0,72.0,63.59333333333335,0.9743589743589746,0.992,0.018105263157894517,76.0,-24.0,0.018105263157894517
1531.0,74.0,65.53999999999999,0.9717948717948719,0.985,0.013588390501319143,76.0,-24.0,0.013588390501319143
1527.0,73.0,64.51333333333334,0.9730769230769232,0.877,-0.09873517786561274,76.0,-24.0,0.09873517786561274
1540.0,72.0,63.6,0.9743589743589746,0.992,0.018105263157894517,76.0,-24.0,0.018105263157894517
1528.0,75.0,66.52,0.9705128205128206,0.985,0.014927344782034222,76.0,-24.0,0.014927344782034222
1534.0,72.0,63.56000000000001,0.9743589743589745,0.985,0.010921052631578838,76.0,-24.0,0.010921052631578838
1540.0,75.0,66.6,0.9705128205128206,0.985,0.014927344782034222,76.0,-24.0,0.014927344782034222
1530.0,72.0,63.53333333333333,0.9743589743589745,0.977,0.002710526315789359,76.0,-24.0,0.002710526315789359
1544.0,72.0,63.62666666666667,0.9743589743589745,0.985,0.010921052631578838,76.0,-24.0,0.010921052631578838
1560.0,76.0,67.73333333333333,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1560.0,76.0,67.73333333333333,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1550.0,75.0,66.66666666666667,0.9705128205128206,0.985,0.014927344782034222,77.0,-24.0,0.014927344782034222
1560.0,74.0,65.73333333333332,0.9717948717948719,0.992,0.020791556728232078,77.0,-24.0,0.020791556728232078
1558.0,76.0,67.72,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1555.0,73.0,64.69999999999999,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1555.0,77.0,69.2,0.9692307692307693,0.992,0.02349206349206337,77.0,-24.0,0.02349206349206337
1561.0,73.0,64.74,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1557.0,77.0,69.21333333333332,0.9692307692307693,0.885,-0.086904761904762,77.0,-24.0,0.086904761904762
1564.0,73.0,64.76,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1562.0,77.0,69.24666666666667,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1552.0,74.0,65.67999999999999,0.9717948717948719,0.885,-0.08931398416886552,77.0,-24.0,0.08931398416886552
1566.0,77.0,69.27333333333334,0.9692307692307693,0.992,0.02349206349206337,77.0,-24.0,0.02349206349206337
1562.0,74.0,65.74666666666667,0.9717948717948719,0.985,0.013588390501319143,77.0,-24.0,0.013588390501319143
1560.0,75.0,66.73333333333333,0.9705128205128206,0.877,-0.09635402906208729,77.0,-24.0,0.09635402906208729
1572.0,75.0,66.81333333333333,0.9705128205128206,0.992,0.022140026420079142,77.0,-24.0,0.022140026420079142
1563.0,76.0,67.75333333333333,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1566.0,75.0,66.77333333333334,0.9705128205128206,0.985,0.014927344782034222,77.0,-24.0,0.014927344782034222
1576.0,73.0,64.84,0.9730769230769232,0.977,0.004031620553359564,77.0,-24.0,0.004031620553359564
1565.0,76.0,67.76666666666667,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1567.0,73.0,64.78,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1574.0,76.0,67.82666666666667,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1564.0,73.0,64.76,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1569.0,76.0,67.79333333333334,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1577.0,73.0,64.84666666666666,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1563.0,76.0,67.75333333333333,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1572.0,73.0,64.81333333333333,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1582.0,76.0,67.88,0.9692307692307693,0.985,0.016269841269841143,77.0,-24.0,0.016269841269841143
1565.0,73.0,64.76666666666667,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1586.0,76.0,67.90666666666667,0.9692307692307693,0.977,0.008015873015872881,77.0,-24.0,0.008015873015872881
1580.0,73.0,64.86666666666667,0.9730769230769232,0.977,0.004031620553359564,77.0,-23.0,0.004031620553359564
1569.0,76.0,67.79333333333334,0.9692307692307693,0.985,0.016269841269841143,77.0,-23.0,0.016269841269841143
1588.0,73.0,64.92,0.9730769230769232,0.977,0.004031620553359564,77.0,-23.0,0.004031620553359564
1570.0,76.0,67.8,0.9692307692307693,0.877,-0.09515873015873026,77.0,-23.0,0.09515873015873026
1574.0,73.0,64.82666666666667,0.9730769230769232,0.977,0.004031620553359564,77.0,-23.0,0.004031620553359564
1586.0,76.0,67.90666666666667,0.9692307692307693,0.977,0.008015873015872881,77.0,-23.0,0.008015873015872881
1574.0,73.0,64.82666666666667,0.9730769230769232,0.877,-0.09873517786561274,77.0,-23.0,0.09873517786561274
1590.0,76.0,67.93333333333334,0.9692307692307693,0.985,0.016269841269841143,77.0,-26.0,0.016269841269841143
1585.0,73.0,64.9,0.9730769230769232,0.985,0.012252964426877358,77.0,-26.0,0.012252964426877358
1585.0,75.0,66.9,0.9705128205128206,0.877,-0.09635402906208729,77.0,-26.0,0.09635402906208729
1593.0,73.0,64.95333333333333,0.9730769230769232,0.992,0.019446640316205428,77.0,-26.0,0.019446640316205428
1583.0,75.0,66.88666666666667,0.9705128205128206,0.977,0.006684280052840029,77.0,-26.0,0.006684280052840029
1596.0,74.0,65.97333333333333,0.9717948717948719,0.985,0.013588390501319143,77.0,-26.0,0.013588390501319143
1592.0,75.0,66.94666666666667,0.9705128205128206,0.985,0.014927344782034222,77.0,-26.0,0.014927344782034222
1580.0,73.0,64.86666666666667,0.9730769230769232,0.985,0.012252964426877358,77.0,-26.0,0.012252964426877358
1595.0,74.0,65.96666666666667,0.9717948717948719,0.985,0.013588390501319143,77.0,-28.0,0.013588390501319143
1586.0,76.0,67.90666666666667,0.9692307692307693,0.977,0.008015873015872881,77.0,-28.0,0.008015873015872881
1585.0,73.0,64.9,0.9730769230769232,0.985,0.012252964426877358,77.0,-28.0,0.012252964426877358
1597.0,76.0,67.97999999999999,0.9692307692307693,0.985,0.016269841269841143,77.0,-28.0,0.016269841269841143
1589.0,72.0,63.92666666666668,0.9743589743589745,0.985,0.010921052631578838,77.0,-26.0,0.010921052631578838
1598.0,76.0,67.98666666666666,0.9692307692307693,0.985,0.016269841269841143,77.0,-26.0,0.016269841269841143
1599.0,72.0,63.99333333333333,0.9743589743589746,0.985,0.010921052631578724,77.0,-26.0,0.010921052631578724
1595.0,75.0,66.96666666666667,0.9705128205128206,0.985,0.014927344782034222,77.0,-26.0,0.014927344782034222
1599.0,72.0,63.99333333333333,0.9743589743589746,0.931,-0.04450000000000015,77.0,-25.0,0.04450000000000015
1598.0,75.0,66.98666666666666,0.9705128205128206,0.992,0.022140026420079142,77.0,-25.0,0.022140026420079142
1603.0,73.0,65.02250000000001,0.9730769230769232,0.977,0.004031620553359564,77.0,-25.0,0.004031620553359564
1606.0,73.0,65.045,0.9730769230769232,0.869,-0.10695652173913053,77.0,-25.0,0.10695652173913053
1603.0,75.0,67.02250000000001,0.9705128205128206,0.985,0.014927344782034222,77.0,-25.0,0.014927344782034222
1606.0,72.0,64.045,0.9743589743589745,0.992,0.018105263157894635,77.0,-25.0,0.018105263157894635
1604.0,75.0,67.03,0.9705128205128206,0.962,-0.008771466314399085,77.0,-25.0,0.008771466314399085
1606.0,72.0,64.045,0.9743589743589745,0.985,0.010921052631578838,77.0,-25.0,0.010921052631578838
1606.0,75.0,67.045,0.9705128205128206,0.992,0.022140026420079142,77.0,-25.0,0.022140026420079142
1603.0,72.0,64.02250000000001,0.9743589743589745,0.985,0.010921052631578838,77.0,-25.0,0.010921052631578838
1612.0,74.0,66.08999999999999,0.9717948717948719,0.992,0.020791556728232078,77.0,-25.0,0.020791556728232078
1607.0,74.0,66.0525,0.9717948717948719,0.977,0.0053562005277043604,77.0,-27.0,0.0053562005277043604
1610.0,74.0,66.075,0.9717948717948719,0.985,0.013588390501319143,77.0,-27.0,0.013588390501319143
1612.0,75.0,67.09,0.9705128205128206,0.992,0.022140026420079142,77.0,-27.0,0.022140026420079142
1614.0,72.0,64.105,0.9743589743589745,0.977,0.002710526315789359,77.0,-27.0,0.002710526315789359
1612.0,75.0,67.09,0.9705128205128206,0.985,0.014927344782034222,77.0,-26.0,0.014927344782034222
1613.0,72.0,64.0975,0.9743589743589746,0.992,0.018105263157894517,77.0,-26.0,0.018105263157894517
1617.0,74.0,66.12750000000001,0.9717948717948719,0.869,-0.10577836411609508,77.0,-26.0,0.10577836411609508
1615.0,75.0,67.1125,0.9705128205128206,0.985,0.014927344782034222,77.0,-26.0,0.014927344782034222
1619.0,72.0,64.1425,0.9743589743589746,0.977,0.0027105263157892446,77.0,-25.0,0.0027105263157892446
1618.0,75.0,67.13499999999999,0.9705128205128206,0.869,-0.10459709379128147,77.0,-25.0,0.10459709379128147
1622.0,72.0,64.16499999999999,0.9743589743589746,0.977,0.0027105263157892446,77.0,-25.0,0.0027105263157892446
1621.0,74.0,66.1575,0.9717948717948719,0.985,0.013588390501319143,77.0,-25.0,0.013588390501319143
1624.0,74.0,66.17999999999999,0.9717948717948719,0.869,-0.10577836411609508,77.0,-25.0,0.10577836411609508
1623.0,72.0,64.1725,0.9743589743589745,0.977,0.002710526315789359,77.0,-25.0,0.002710526315789359
1630.0,74.0,66.225,0.9717948717948719,0.985,0.013588390501319143,77.0,-25.0,0.013588390501319143
1630.0,72.0,64.22500000000001,0.9743589743589745,0.977,0.002710526315789359,77.0,-25.0,0.002710526315789359
1631.0,74.0,66.2325,0.9717948717948719,0.985,0.013588390501319143,77.0,-25.0,0.013588390501319143
1631.0,75.0,67.2325,0.9705128205128206,0.985,0.014927344782034222,77.0,-25.0,0.014927344782034222
1635.0,71.0,63.2625,0.9756410256410257,0.985,0.009592641261497926,77.0,-25.0,0.009592641261497926
1633.0,74.0,66.24749999999999,0.9717948717948719,0.985,0.013588390501319143,77.0,-25.0,0.013588390501319143
1629.0,75.0,67.2175,0.9705128205128206,0.985,0.014927344782034222,77.0,-25.0,0.014927344782034222
1635.0,71.0,63.2625,0.9756410256410257,0.985,0.009592641261497926,77.0,-25.0,0.009592641261497926
1636.0,75.0,67.27,0.9705128205128206,0.977,0.006684280052840029,77.0,-25.0,0.006684280052840029
1638.0,72.0,64.28500000000001,0.9743589743589746,0.977,0.0027105263157892446,77.0,-24.0,0.0027105263157892446
1640.0,73.0,65.3,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1642.0,75.0,67.315,0.9705128205128206,0.985,0.014927344782034222,77.0,-24.0,0.014927344782034222
1641.0,71.0,63.307500000000005,0.9756410256410257,0.985,0.009592641261497926,77.0,-24.0,0.009592641261497926
1643.0,73.0,65.32249999999999,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1642.0,75.0,67.315,0.9705128205128206,0.985,0.014927344782034222,77.0,-24.0,0.014927344782034222
1645.0,71.0,63.3375,0.9756410256410258,0.969,-0.006806833114323488,77.0,-24.0,0.006806833114323488
1646.0,74.0,66.345,0.9717948717948719,0.977,0.0053562005277043604,77.0,-24.0,0.0053562005277043604
1648.0,74.0,66.36,0.9717948717948719,0.877,-0.0975461741424803,77.0,-24.0,0.0975461741424803
1654.0,71.0,63.405,0.9756410256410256,0.992,0.01676741130091986,77.0,-24.0,0.01676741130091986
1652.0,73.0,65.39,0.9730769230769232,0.962,-0.011383399209486297,77.0,-24.0,0.011383399209486297
1655.0,73.0,65.4125,0.9730769230769232,0.869,-0.10695652173913053,77.0,-24.0,0.10695652173913053
1661.0,71.0,63.45750000000001,0.9756410256410257,0.985,0.009592641261497926,77.0,-24.0,0.009592641261497926
1657.0,73.0,65.4275,0.9730769230769232,0.977,0.004031620553359564,77.0,-24.0,0.004031620553359564
1658.0,74.0,66.435,0.9717948717948719,0.977,0.0053562005277043604,77.0,-24.0,0.0053562005277043604
1666.0,71.0,63.495,0.9756410256410258,0.985,0.00959264126149781,77.0,-24.0,0.00959264126149781
1664.0,72.0,64.47999999999999,0.9743589743589745,0.985,0.010921052631578838,77.0,-24.0,0.010921052631578838
1663.0,74.0,66.4725,0.9717948717948719,0.992,0.020791556728232078,77.0,-24.0,0.020791556728232078
1670.0,71.0,63.525,0.9756410256410257,0.985,0.009592641261497926,77.0,-24.0,0.009592641261497926
1668.0,71.0,63.510000000000005,0.9756410256410258,0.985,0.00959264126149781,77.0,-24.0,0.00959264126149781
1669.0,73.0,65.5175,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1675.0,73.0,65.5625,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1676.0,70.0,62.57000000000001,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1675.0,72.0,64.5625,0.9743589743589746,0.969,-0.005500000000000235,77.0,-24.0,0.005500000000000235
1678.0,73.0,65.585,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1680.0,71.0,63.600000000000016,0.9756410256410257,0.985,0.009592641261497926,77.0,-24.0,0.009592641261497926
1677.0,71.0,63.57750000000001,0.9756410256410257,0.985,0.009592641261497926,77.0,-24.0,0.009592641261497926
1681.0,73.0,65.6075,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1684.0,73.0,65.63,0.9730769230769232,0.885,-0.09051383399209494,77.0,-24.0,0.09051383399209494
1682.0,70.0,62.614999999999995,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1686.0,71.0,63.64500000000001,0.9756410256410257,0.977,0.0013929040735872753,77.0,-24.0,0.0013929040735872753
1688.0,72.0,64.66,0.9743589743589745,0.885,-0.09171052631578955,77.0,-24.0,0.09171052631578955
1683.0,72.0,64.6225,0.9743589743589745,0.992,0.018105263157894635,77.0,-24.0,0.018105263157894635
1690.0,70.0,62.675000000000004,0.976923076923077,0.985,0.008267716535432972,77.0,-24.0,0.008267716535432972
1685.0,72.0,64.6375,0.9743589743589745,0.977,0.002710526315789359,77.0,-24.0,0.002710526315789359
1694.0,73.0,65.705,0.9730769230769232,0.985,0.012252964426877358,77.0,-25.0,0.012252964426877358
1693.0,72.0,64.69749999999999,0.9743589743589746,0.992,0.018105263157894517,77.0,-25.0,0.018105263157894517
1693.0,70.0,62.697500000000005,0.976923076923077,0.992,0.01543307086614164,77.0,-25.0,0.01543307086614164
1700.0,70.0,62.75,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1698.0,72.0,64.735,0.9743589743589746,0.992,0.018105263157894517,77.0,-24.0,0.018105263157894517
1697.0,73.0,65.7275,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1701.0,70.0,62.75750000000001,0.976923076923077,0.985,0.008267716535432972,77.0,-24.0,0.008267716535432972
1700.0,70.0,62.75,0.976923076923077,0.985,0.008267716535432972,77.0,-24.0,0.008267716535432972
1703.0,72.0,64.7725,0.9743589743589745,0.992,0.018105263157894635,77.0,-24.0,0.018105263157894635
1699.0,73.0,65.74249999999999,0.9730769230769232,0.992,0.019446640316205428,77.0,-24.0,0.019446640316205428
1703.0,71.0,63.7725,0.9756410256410257,0.885,-0.09290407358738509,77.0,-24.0,0.09290407358738509
1706.0,69.0,62.16250000000001,0.976923076923077,1.0,0.0236220472440944,77.0,-24.0,0.0236220472440944
1706.0,72.0,64.795,0.9743589743589745,0.977,0.002710526315789359,77.0,-24.0,0.002710526315789359
1705.0,72.0,64.78750000000001,0.9743589743589745,0.992,0.018105263157894635,77.0,-24.0,0.018105263157894635
1711.0,73.0,65.8325,0.9730769230769232,0.985,0.012252964426877358,77.0,-24.0,0.012252964426877358
1708.0,70.0,62.81,0.976923076923077,0.885,-0.09409448818897645,77.0,-24.0,0.09409448818897645
1707.0,69.0,62.168749999999996,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1717.0,71.0,63.877500000000005,0.9756410256410257,0.992,0.016767411300919743,77.0,-24.0,0.016767411300919743
1712.0,72.0,64.84,0.9743589743589746,0.885,-0.09171052631578966,77.0,-24.0,0.09171052631578966
1723.0,73.0,65.9225,0.9730769230769232,0.977,0.004031620553359564,77.0,-24.0,0.004031620553359564
1718.0,72.0,64.885,0.9743589743589745,0.992,0.018105263157894635,77.0,-24.0,0.018105263157894635
1719.0,69.0,62.24374999999999,0.976923076923077,0.977,7.874015748021011e-05,77.0,-24.0,7.874015748021011e-05
1720.0,70.0,62.9,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1718.0,71.0,63.885000000000005,0.9756410256410257,0.992,0.016767411300919743,77.0,-24.0,0.016767411300919743
1722.0,72.0,64.915,0.9743589743589745,0.992,0.018105263157894635,77.0,-24.0,0.018105263157894635
1727.0,70.0,62.9525,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1721.0,69.0,62.25625000000001,0.976923076923077,0.992,0.01543307086614164,77.0,-24.0,0.01543307086614164
1720.0,69.0,62.25,0.976923076923077,0.985,0.008267716535432972,77.0,-24.0,0.008267716535432972
1722.0,71.0,63.915000000000006,0.9756410256410257,0.992,0.016767411300919743,77.0,-24.0,0.016767411300919743
1723.0,72.0,64.9225,0.9743589743589745,0.992,0.018105263157894635,77.0,-24.0,0.018105263157894635
1732.0,72.0,64.99,0.9743589743589746,1.0,0.026315789473683997,77.0,-24.0,0.026315789473683997
1731.0,72.0,64.9825,0.9743589743589746,1.0,0.026315789473683997,77.0,-24.0,0.026315789473683997
1732.0,68.0,61.66,0.976923076923077,1.0,0.0236220472440944,77.0,-24.0,0.0236220472440944
